Name,Score
Mistral Small 3.1,7.6
Llama 3.1 405B,6.8
Llama 4 Maverick,6.8
Mistral Small 3.2,6.8
Nova Premier,6.8
Nova 2.0 Lite,6.8
Nova 2.0 Omni,6.8
K-EXAONE,6.8
K2 Think V2 reasoning,6.8
Qwen3 VL 235BA22B,6.8
Ring-1T reasoning,6.8
GPT-5 nano(minimal),6.8
o3-mini reasoning,6.8
DeepSeek V3 (Dec),6.8
GLM-4.5V,6.8
Qwen3 30B,6.8
Seed-OSS-36B-Instruct reasoning,6.8
ERNIE 4.5 300BA47B,6.1
Qwen3 VL 30B A3B,6.1
Qwen3 30B A3B2507,6.1
o3-mini(high) reasoning,6.1
Mistral Large 2(Nov),6.1
Devstral Small,6.1
Devstral Small(May),6.1
DeepSeek R1(Jan) reasoning,6.1
Nova Pro,6.1
Qwen3 235B reasoning,6.1
Qwen3 235B,6.1
gpt-oss-120B(low) reasoning,5.3
LlamaNemotronSuper 49B v1.5 reasoning,5.3
Step3 VL 10B reasoning,5.3
Qwen3 VL 30BA3B reasoning,5.3
Qwen3 30BA3B 2507 reasoning,5.3
GLM-4.5V reasoning,5.3
Qwen3 14B,5.3
gpt-oss-20B(low) reasoning,4.5
Ministral 3 8B,4.5
Ministral 3 14B,4.5
MagistralSmall 1.2 reasoning,4.5
Nova 2.0Omni(medium) reasoning,4.5
Solar Pro 2,4.5
Llama 3.1Nemotron 70B,4.5
NVIDIANemotronNano 12B v2 VL reasoning,4.5
Hermes 4 70B reasoning,4.5
K2-V2 (low) reasoning,4.5
Qwen3 4B 2507,4.5
Gemini 2.5Flash-Lite reasoning,4.5
MagistralSmall 1 reasoning,4.5
Qwen2.5 72B,4.5
Gemma 3 27B,3.8
Nova 2.0Lite (low) reasoning,3.8
Nova 2.0Omni (low) reasoning,3.8
Phi-4,3.8
Llama NemotronSuper 49B v1.5,3.8
EXAONE 4.032B reasoning,3.8
Motif-2-12.7B reasoning,3.8
GLM-4.7-Flash,3.8
Qwen3 Omni30B A3B reasoning,3.8
Qwen3 VL 8B reasoning,3.8
GPT-4.1 nano,3.8
Gemini 2.0 Flash,3.8
Mistral Medium 3,3.8
Qwen3 14B reasoning,3.8
Llama 3.3 70B,3.0
Solar Pro 2 reasoning,3.0
Mi:dm K 2.5Pro Preview reasoning,3.0
GLM-4.6V,3.0
Llama 3.1 70B,3.0
MiniMax M180k reasoning,3.0
Qwen3 32B reasoning,3.0
Gemma 3n E4B,2.3
Falcon-H1R-7B reasoning,2.3
Solar Open100B reasoning,2.3
LlamaNemotronUltra reasoning,2.3
Granite 4.0 HSmall,2.3
Mi:dm K 2.5Pro reasoning,2.3
Jamba 1.7 Large,2.3
Qwen3 VL 8B,2.3
Gemini 2.5Flash-Lite,2.3
Claude 3.5 Haiku,2.3
MiniMax M140k reasoning,2.3
Qwen3 30B reasoning,2.3
Qwen3 8B,2.3
Qwen3 8B reasoning,2.3
Llama 4 Scout,1.5
DeepSeek R1DistillLlama 70B reasoning,1.5
DeepSeek R10528 Qwen38B reasoning,1.5
Nova Micro,1.5
NVIDIANemotronNano 9B V2 reasoning,1.5
Granite 4.0 Micro,1.5
EXAONE 4.0 32B,1.5
Qwen3 VL 4B reasoning,1.5
Qwen3 Omni 30BA3B,1.5
Qwen3 4B2507 reasoning,1.5
Olmo 3 32BThink reasoning,1.5
Llama 3.2 11B(Vision),0.8
Gemma 3n E2B,0.8
Gemma 3 4B,0.8
Gemma 3 12B,0.8
LFM2 2.6B,0.8
NVIDIA NemotronNano 9B V2,0.8
Olmo 3 7BThink reasoning,0.8
Command A,0.8
JambaReasoning 3B reasoning,0.8
Ling-mini-2.0,0.8
Llama 3.1 8B,0.8
Llama 3 70B,0.8
Nova Lite,0.8
Gemma 3 270M,0.0
Gemma 3 1B,0.0
Ministral 3 3B,0.0
Phi-4 Mini,0.0
LFM2.5-1.2B-Instruct,0.0
LFM2 8B A1B,0.0
LFM2.5-1.2B-Thinking reasoning,0.0
LFM2.5-VL-1.6B,0.0
Llama 3.3NemotronSuper 49B reasoning,0.0
Llama 3.3Nemotron Super49B,0.0
NVIDIA NemotronNano 12B v2 VL,0.0
Molmo2-8B,0.0
Molmo 7B-D,0.0
Olmo 3.1 32BThink reasoning,0.0
Olmo 3.1 32BInstruct,0.0
Olmo 3 7B,0.0
Granite 4.0 H350M,0.0
Granite 4.0 H 1B,0.0
Granite 4.0 350M,0.0
Granite 4.0 1B,0.0
Reka Flash 3 reasoning,0.0
Hermes 4 70B,0.0
Exaone 4.01.2B reasoning,0.0
Exaone 4.0 1.2B,0.0
Jamba 1.7 Mini,0.0
Qwen3 1.7B reasoning,0.0
Qwen3 1.7B,0.0
Qwen3 0.6B,0.0
Qwen3 0.6B reasoning,0.0
Qwen3 VL 4B,0.0
Llama 3 8B,0.0
Llama 3.2 1B,0.0
Phi-3 Mini,0.0
LFM2 1.2B,0.0
OLMo 2 7B,0.0
OLMo 2 32B,0.0
Granite 3.3 8B,0.0
