Name,Score
amazon-nova-experimental-chat-10-09,1347
amazon-nova-experimental-chat-10-20,1347
qwen3-32b,1346
minimax-m2,1346
ling-flash-2.0,1346
step-3,1346
gpt-4o-2024-05-13,1346
qwen-plus-0125,1346
claude-3-5-sonnet-20240620,1343
glm-4-plus-0111,1343
gemma-3-12b-it,1342
hunyuan-turbo-0110,1340
nvidia-llama-3.3-nemotron-super-49b-v1.5,1340
gpt-5-nano-high,1338
o1-mini,1337
llama-3.1-405b-instruct-bf16,1336
nova-2-lite,1336
qwq-32b,1336
gpt-4o-2024-08-06,1336
gemini-advanced-0514,1335
grok-2-2024-08-13,1335
llama-3.1-405b-instruct-fp8,1334
step-2-16k-exp-202412,1334
yi-lightning,1329
llama-4-maverick-17b-128e-instruct,1328
qwen3-30b-a3b,1328
llama-3.3-nemotron-49b-super-v1,1327
hunyuan-large-2025-02-10,1327
gpt-4-turbo-2024-04-09,1325
claude-3-5-haiku-20241022,1324
gemini-1.5-pro-001,1323
deepseek-v2.5-1210,1323
llama-4-scout-17b-16e-instruct,1323
claude-3-opus-20240229,1323
gpt-4.1-nano-2025-04-14,1322
step-1o-turbo-202506,1321
ring-flash-2.0,1320
llama-3.3-70b-instruct,1320
glm-4-plus,1319
gemma-3n-e4b-it,1319
qwen-max-0919,1318
gpt-4o-mini-2024-07-18,1318
gpt-oss-20b,1318
nvidia-nemotron-3-nano-30b-a3b-bf16,1317
qwen2.5-plus-1127,1315
mistral-large-2407,1315
athene-v2-chat,1314
gpt-4-1106-preview,1314
gpt-4-0125-preview,1314
hunyuan-standard-2025-02-10,1312
gemini-1.5-flash-002,1310
grok-2-mini-2024-08-13,1308
grok-2-mini-2024-08-13,1308
deepseek-v2.5,1307
athene-70b-0725,1306
magistral-medium-2506,1306
mistral-large-2411,1305
olmo-3-32b-think,1305
mistral-small-3.1-24b-instruct-2503,1305
gemma-3-4b-it,1303
qwen2.5-72b-instruct,1303
llama-3.1-nemotron-70b-instruct,1299
hunyuan-large-vision,1296
llama-3.1-70b-instruct,1294
amazon-nova-pro-v1.0,1290
jamba-1.5-large,1289
gemma-2-27b-it,1289
ibm-granite-h-small,1289
reka-core-20240904,1288
gpt-4-0314,1288
llama-3.1-nemotron-51b-instruct,1287
llama-3.1-tulu-3-70b,1287
gemini-1.5-flash-001,1286
claude-3-sonnet-20240229,1282
gemma-2-9b-it-simpo,1280
nemotron-4-340b-instruct,1278
command-r-plus-08-2024,1277
llama-3-70b-instruct,1277
gpt-4-0613,1276
mistral-small-24b-instruct-2501,1274
glm-4-0520,1274
reka-flash-20240904,1273
qwen2.5-coder-32b-instruct,1271
c4ai-aya-expanse-32b,1268
gemma-2-9b-it,1266
deepseek-coder-v2,1265
command-r-plus,1263
qwen2-72b-instruct,1263
claude-3-haiku-20240307,1262
amazon-nova-lite-v1.0,1261
gemini-1.5-flash-8b-001,1259
phi-4,1256
olmo-2-0325-32b-instruct,1253
command-r-08-2024,1251
mistral-large-2402,1244
amazon-nova-micro-v1.0,1241
jamba-1.5-mini,1239
ministral-8b-2410,1237
gemini-pro-dev-api,1236
qwen1.5-110b-chat,1235
reka-flash-21b-20240226-online,1234
qwen1.5-72b-chat,1234
hunyuan-standard-256k,1233
mixtral-8x22b-instruct-v0.1,1231
command-r,1228
reka-flash-21b-20240226,1228
gpt-3.5-turbo-0125,1225
mistral-medium,1224
llama-3-8b-instruct,1224
c4ai-aya-expanse-8b,1223
gemini-pro,1223
llama-3.1-tulu-3-8b,1221
yi-1.5-34b-chat,1214
zephyr-orpo-141b-A35b-v0.1,1214
llama-3.1-8b-instruct,1212
granite-3.1-8b-instruct,1210
qwen1.5-32b-chat,1205
gpt-3.5-turbo-1106,1204
phi-3-medium-4k-instruct,1199
gemma-2-2b-it,1199
mixtral-8x7b-instruct-v0.1,1198
dbrx-instruct-preview,1196
qwen1.5-14b-chat,1192
internlm2_5-20b-chat,1192
wizardlm-70b,1186
deepseek-llm-67b-chat,1186
yi-34b-chat,1185
openchat-3.5,1184
openchat-3.5-0106,1184
granite-3.0-8b-instruct,1183
gemma-1.1-7b-it,1181
snowflake-arctic-instruct,1181
granite-3.1-2b-instruct,1180
tulu-2-dpo-70b,1179
openhermes-2.5-mistral-7b,1176
vicuna-33b,1174
starling-lm-7b-beta,1172
phi-3-small-8k-instruct,1172
llama-2-70b-chat,1172
starling-lm-7b-alpha,1169
llama-3.2-3b-instruct,1168
nous-hermes-2-mixtral-8x7b-dpo,1166
qwq-32b-preview,1158
granite-3.0-2b-instruct,1157
llama2-70b-steerlm-chat,1157
solar-10.7b-instruct-v1.0,1154
dolphin-2.2.1-mistral-7b,1153
mpt-30b-chat,1151
mistral-7b-instruct-v0.2,1151
wizardlm-13b,1150
falcon-180b-chat,1148
qwen1.5-7b-chat,1145
phi-3-mini-4k-instruct-june-2024,1144
llama-2-13b-chat,1142
vicuna-13b,1142
qwen-14b-chat,1140
palm-2,1139
codellama-34b-instruct,1138
gemma-7b-it,1137
zephyr-7b-beta,1132
phi-3-mini-128k-instruct,1130
phi-3-mini-4k-instruct,1129
guanaco-33b,1129
zephyr-7b-alpha,1128
stripedhyena-nous-7b,1122
codellama-70b-instruct,1120
vicuna-7b,1116
smollm2-1.7b-instruct,1115
gemma-1.1-2b-it,1115
llama-3.2-1b-instruct,1112
mistral-7b-instruct,1111
llama-2-7b-chat,1109
gemma-2b-it,1093
qwen1.5-4b-chat,1092
olmo-7b-instruct,1076
koala-13b,1072
alpaca-13b,1069
gpt4all-13b-snoozy,1067
mpt-7b-chat,1063
chatglm3-6b,1057
RWKV-4-Raven-14B,1043
chatglm2-6b,1026
oasst-pythia-12b,1024
chatglm-6b,997
fastchat-t5-3b,993
dolly-v2-12b,982
llama-13b,974
stablelm-tuned-alpha-7b,954
