Name,Score
Qwen3 30B A3B (Reasoning),41.5
Qwen3 30B A3B 2507 (Reasoning),50.7
Qwen3 30B A3B 2507 Instruct,33.1
Qwen3 32B (Non-reasoning),31.5
Qwen3 32B (Reasoning),36.3
Qwen3 4B (Reasoning),32.5
Qwen3 4B 2507 (Reasoning),49.8
Qwen3 4B 2507 Instruct,33.5
Qwen3 8B (Non-reasoning),28.599999999999998
Qwen3 8B (Reasoning),33.5
Qwen3 Coder 30B A3B Instruct,32.7
Qwen3 Coder 480B A35B Instruct,40.5
Qwen3 Max,44.1
Qwen3 Max (Preview),48
Qwen3 Max Thinking,53.800000000000004
Qwen3 Next 80B A3B (Reasoning),60.699999999999996
Qwen3 Next 80B A3B Instruct,39.7
Qwen3 Omni 30B A3B (Reasoning),43.4
Qwen3 Omni 30B A3B Instruct,31.2
Qwen3 VL 235B A22B (Reasoning),56.49999999999999
Qwen3 VL 235B A22B Instruct,42.699999999999996
Qwen3 VL 30B A3B (Reasoning),45.1
Qwen3 VL 30B A3B Instruct,33.1
Qwen3 VL 32B (Reasoning),59.4
Qwen3 VL 32B Instruct,39.2
Qwen3 VL 4B (Reasoning),36.6
Qwen3 VL 4B Instruct,31.8
Qwen3 VL 8B (Reasoning),39.900000000000006
Qwen3 VL 8B Instruct,32.300000000000004
EXAONE 4.0 32B (Non-reasoning),33.5
EXAONE 4.0 32B (Reasoning),36.3
Exaone 4.0 1.2B (Non-reasoning),25.3
Exaone 4.0 1.2B (Reasoning),23
K-EXAONE (Non-reasoning),39.6
K-EXAONE (Reasoning),64.7
ERNIE 5.0 Thinking Preview,41.4
Apriel-v1.5-15B-Thinker,61.7
Apriel-v1.6-15B-Thinker,69.1
Magistral Medium 1.2,43
DeepSeek R1 (Jan '25),39
DeepSeek R1 0528 (May '25),39.6
DeepSeek R1 0528 Qwen3 8B,19.900000000000002
DeepSeek R1 Distill Llama 70B,27.6
DeepSeek R1 Distill Llama 8B,17.599999999999998
DeepSeek R1 Distill Qwen 1.5B,13.200000000000001
DeepSeek R1 Distill Qwen 14B,22.1
DeepSeek R1 Distill Qwen 32B,22.900000000000002
GLM-4.5 (Reasoning),44.1
GLM-4.5-Air,37.6
GLM-4.5V (Non-reasoning),28.599999999999998
GLM-4.5V (Reasoning),34.2
GPT-4.1,43
GPT-4.1 mini,38.3
GPT-4.1 nano,32
Seed-OSS-36B-Instruct,41.9
NVIDIA Nemotron 3 Nano 30B A3B (Non-reasoning),37.5
NVIDIA Nemotron 3 Nano 30B A3B (Reasoning),71.1
NVIDIA Nemotron Nano 12B v2 VL (Non-reasoning),25.900000000000002
NVIDIA Nemotron Nano 12B v2 VL (Reasoning),31.900000000000002
NVIDIA Nemotron Nano 9B V2 (Non-reasoning),27.1
NVIDIA Nemotron Nano 9B V2 (Reasoning),27.6
MiniMax M1 40k,41.199999999999996
MiniMax M1 80k,41.8
HyperCLOVA X SEED Think (32B),37.9
Mi:dm K 2.5 Pro,49.3
Mi:dm K 2.5 Pro Preview,45.6
Mistral Large 3,36.199999999999996
INTELLECT-3,34
Devstral 2,38.1
Devstral Medium,29.9
Devstral Small (Jul '25),34.599999999999994
Devstral Small (May '25),31.6
Devstral Small 2,31.2
Mistral 7B Instruct,19.900000000000002
Mistral Large 2 (Jul '24),31.6
Mistral Large 2 (Nov '24),31.2
Mistral Medium 3,39.300000000000004
Mistral Medium 3.1,39.800000000000004
Mistral Small 3,26.400000000000002
Mistral Small 3.1,29.9
Mistral Small 3.2,33.5
K2-V2 (high),60.099999999999994
K2-V2 (low),41
K2-V2 (medium),55.1
Ling-1T,34.8
Ling-flash-2.0,34.4
Ling-mini-2.0,23.599999999999998
Llama Nemotron Super 49B v1.5 (Non-reasoning),32.9
Llama Nemotron Super 49B v1.5 (Reasoning),37
Nova Lite,34.1
Nova Micro,29.4
Nova Premier,36.199999999999996
Nova Pro,38.1
Gemini 2.0 Flash (Feb '25),40.2
Llama 4 Maverick,43
Llama 4 Scout,39.5
Ministral 14B (Dec '25),32
Falcon-H1R-7B,54.400000000000006
Solar Pro 2 (Non-reasoning),33.7
Solar Pro 2 (Reasoning),37.1
Ministral 8B (Dec '25),29.099999999999998
Llama 3.3 Instruct 70B,47.099999999999994
Llama 3.3 Nemotron Super 49B v1 (Non-reasoning),39.5
Llama 3.3 Nemotron Super 49B v1 (Reasoning),38.1
Molmo 7B-D,19.7
OLMo 2 32B,38.1
OLMo 2 7B,24.4
Olmo 3 32B Think,49.1
Olmo 3 7B Instruct,32.800000000000004
Olmo 3 7B Think,41.5
Olmo 3.1 32B Think,66
Llama 3.1 Instruct 405B,39
Llama 3.1 Instruct 70B,34.4
Llama 3.1 Instruct 8B,28.599999999999998
Llama 3.1 Nemotron Instruct 70B,30.7
Llama 3.1 Nemotron Nano 4B v1.1 (Reasoning),25.5
Llama 3.1 Nemotron Ultra 253B v1 (Reasoning),38.2
Command A,36.5
Ministral 3B (Dec '25),26.8
Granite 4.0 1B,20.5
Granite 4.0 350M,15.9
Granite 4.0 H 1B,26.200000000000003
Granite 4.0 H 350M,17.599999999999998
Granite 4.0 H Small,31.5
Granite 4.0 Micro,24.8
Gemma 3 12B Instruct,36.7
Gemma 3 1B Instruct,19.900000000000002
Gemma 3 270M,12.1
Gemma 3 27B Instruct,31.8
Gemma 3 4B Instruct,28.299999999999997
Gemma 3n E2B Instruct,22
Gemma 3n E4B Instruct,27.900000000000002
Jamba 1.7 Large,35.199999999999996
Jamba 1.7 Mini,31.4
LFM2 1.2B,22
LFM2 2.6B,19.5
LFM2 8B A1B,26.3
Claude 3.5 Haiku,42.8
Qwen2.5 Instruct 72B,36.9
o3,71.39999999999999
o3-mini (high),67.10000000000001
o1,70.3
Magistral Medium 1,25.1
Magistral Small 1,24.8
Magistral Small 1.2,44.4
Hermes 4 - Llama-3.1 405B (Non-reasoning),34.8
Hermes 4 - Llama-3.1 405B (Reasoning),32.7
Hermes 4 - Llama-3.1 70B (Non-reasoning),28.999999999999996
Hermes 4 - Llama-3.1 70B (Reasoning),31.3
Phi-4,23.5
Phi-4 Mini Instruct,21.099999999999998
Granite 3.3 8B (Non-reasoning),22.400000000000002
GPT-4o (Nov '24),34.300000000000004
GPT-4o mini,31
Ring-flash-2.0,43.3
Kimi Linear 48B A3B Instruct,28.1
Llama 3.2 Instruct 11B (Vision),30.4
Llama 3.2 Instruct 1B,22.8
Llama 3.2 Instruct 3B,26.200000000000003
Motif-2-12.7B-Reasoning,56.99999999999999
Llama 3 Instruct 70B,37.1
Llama 3 Instruct 8B,24.6
QwQ 32B,38.800000000000004
Grok Code Fast 1,41.4
Reka Flash 3,30.4
ERNIE 4.5 300B A47B,39.1
Claude 4.1 Opus (Reasoning),55.400000000000006
Pixtral Large,34.5
Phi-3 Mini Instruct 3.8B,23.9
Cogito v2.1 (Reasoning),46.300000000000004
Jamba Reasoning 3B,52.400000000000006
