Name,Score
Gemini 2.0 Flash (Feb '25),0
Llama 4 Maverick,0
Llama 4 Scout,0
Ministral 14B (Dec '25),0
Falcon-H1R-7B,0.3
Solar Pro 2 (Non-reasoning),0
Solar Pro 2 (Reasoning),0
Ministral 8B (Dec '25),0
Llama 3.3 Instruct 70B,0
Llama 3.3 Nemotron Super 49B v1 (Non-reasoning),0
Olmo 3 32B Think,0
Olmo 3 7B Instruct,0
Olmo 3 7B Think,0
Olmo 3.1 32B Think,0
Llama 3.1 Instruct 405B,0
Llama 3.1 Instruct 70B,0
Llama 3.1 Instruct 8B,0
Llama 3.1 Nemotron Instruct 70B,0
Llama 3.1 Nemotron Ultra 253B v1 (Reasoning),0
Command A,0
Ministral 3B (Dec '25),0
Granite 4.0 1B,0
Granite 4.0 350M,0
Granite 4.0 H 1B,0
Granite 4.0 H 350M,0
Granite 4.0 H Small,0
Granite 4.0 Micro,0
Gemma 3 12B Instruct,0
Gemma 3 1B Instruct,0
Gemma 3 270M,0
Gemma 3 27B Instruct,0
Gemma 3 4B Instruct,0
Gemma 3n E2B Instruct,0
Gemma 3n E4B Instruct,0
Jamba 1.7 Large,0
Jamba 1.7 Mini,0
LFM2 1.2B,0
LFM2 2.6B,0
LFM2 8B A1B,0
Claude 3.5 Haiku,0
Qwen2.5 Instruct 72B,0
o3,1.0999999999999999
o3-mini (high),0.3
o1,0.3
Magistral Medium 1,0.3
Magistral Small 1,0
Magistral Small 1.2,0.3
Hermes 4 - Llama-3.1 405B (Non-reasoning),0
Hermes 4 - Llama-3.1 405B (Reasoning),0.3
Hermes 4 - Llama-3.1 70B (Non-reasoning),0
Hermes 4 - Llama-3.1 70B (Reasoning),0
Phi-4,0
Phi-4 Mini Instruct,0
Granite 3.3 8B (Non-reasoning),0
GPT-4o (Nov '24),0
Ring-flash-2.0,0.3
Llama 3.2 Instruct 11B (Vision),0
Motif-2-12.7B-Reasoning,0
Llama 3 Instruct 70B,0
Llama 3 Instruct 8B,0
Grok Code Fast 1,0
Reka Flash 3,0
ERNIE 4.5 300B A47B,0
Claude 4.1 Opus (Reasoning),0
Cogito v2.1 (Reasoning),0
Jamba Reasoning 3B,0
