Name,Score
DeepSeekR1 Distill Llama 70B,40.2
Hermes 3 -Llama-3.1 70B,40.1
Claude 3 Sonnet,40.0
Qwen3 4B,39.8
Jamba 1.7 Large,39.0
Jamba 1.6 Large,38.7
DeepHermes 3 -Mistral 24B,38.2
Mistral Small(Sep),38.1
Llama 3 70B,37.9
Gemini 1.5 Pro(May),37.1
Qwen2 72B,37.1
Yi-Large,36.3
Gemini 1.5Flash-8B,35.9
Nova Micro,35.8
Gemma 2 27B,35.7
Qwen3 1.7B,35.6
Mistral Large(Feb),35.1
Gemma 3 12B,34.9
Mistral Medium,34.9
Claude 2.0,34.4
Pixtral 12B,34.3
Qwen2.5 Coder7B,33.9
Granite 3.3 8B,33.8
Command-R+,33.7
Mixtral 8x22B,33.2
Phi-4 Mini,33.1
DBRX,33.1
Claude Instant,33.0
Llama 2 Chat70B,32.7
LFM 40B,32.7
Phi-3 Medium14B,32.6
Gemini 1.5Flash (May),32.4
Command-R+(Apr),32.3
Jamba 1.7 Mini,32.2
Llama 2 Chat13B,32.1
Claude 2.1,31.9
DeepSeek CoderV2 Lite,31.9
Phi-3 Mini,31.9
Phi-4Multimodal,31.5
Mistral NeMo,31.4
Codestral (Jan),31.2
Gemma 2 9B,31.1
Mistral Small(Feb),30.2
DeepSeekR1 Distill Llama 8B,30.2
Jamba 1.5 Mini,30.2
Jamba 1.6 Mini,30.0
GPT-3.5 Turbo,29.7
Gemma 3n E4B,29.6
Llama 3 8B,29.6
Mixtral 8x7B,29.2
Gemma 3 4B,29.1
Command-R,28.9
Qwen1.5 Chat110B,28.9
Command-R (Mar),28.4
Qwen3 1.7B,28.3
Gemma 3n E4B(May),27.8
Gemini 1.0 Pro,27.7
Ministral 8B,27.6
Jamba Instruct,27.1
DeepHermes 3 -Llama-3.1 8B,27.0
Ministral 3B,26.0
Llama 3.1 8B,25.9
Llama 3.2 3B,25.5
Codestral (May),25.5
Aya Expanse 8B,24.7
Qwen3 0.6B,23.9
Gemma 3 1B,23.7
Qwen3 0.6B,23.1
Aya Expanse 32B,23.0
OpenChat 3.5,23.0
Gemma 3n E2B,22.9
LFM2 1.2B,22.8
Llama 2 Chat 7B,22.7
Llama 3.2 11B(Vision),22.1
Codestral-Mamba,21.0
Llama 3.2 1B,19.6
Mistral 7B,17.7
DeepSeekR1 Distill Qwen 1.5B,9.8
