Name,Score
Magistral Medium 1.2,51.300000000000004
DeepSeek R1 (Jan '25),52.300000000000004
DeepSeek R1 0528 (May '25),54.7
DeepSeek R1 0528 Qwen3 8B,13
DeepSeek R1 Distill Llama 70B,11
DeepSeek R1 Distill Llama 8B,0
DeepSeek R1 Distill Qwen 1.5B,0.3
DeepSeek R1 Distill Qwen 14B,7.000000000000001
DeepSeek R1 Distill Qwen 32B,9.700000000000001
GLM-4.5 (Reasoning),48.3
GLM-4.5-Air,43.7
GLM-4.5V (Non-reasoning),0
GLM-4.5V (Reasoning),0
GPT-4.1,61
GPT-4.1 mini,42.3
GPT-4.1 nano,17
Seed-OSS-36B-Instruct,57.699999999999996
NVIDIA Nemotron 3 Nano 30B A3B (Non-reasoning),6.7
NVIDIA Nemotron 3 Nano 30B A3B (Reasoning),33.7
NVIDIA Nemotron Nano 12B v2 VL (Non-reasoning),17
NVIDIA Nemotron Nano 12B v2 VL (Reasoning),40
NVIDIA Nemotron Nano 9B V2 (Non-reasoning),22.7
NVIDIA Nemotron Nano 9B V2 (Reasoning),21
MiniMax M1 40k,51.7
MiniMax M1 80k,54.300000000000004
HyperCLOVA X SEED Think (32B),11.700000000000001
Mi:dm K 2.5 Pro,9
Mi:dm K 2.5 Pro Preview,11
Mistral Large 3,34.699999999999996
INTELLECT-3,32.300000000000004
Devstral 2,30
Devstral Medium,28.7
Devstral Small (Jul '25),17
Devstral Small (May '25),26.700000000000003
Devstral Small 2,24
Mistral 7B Instruct,0
Mistral Large 2 (Jul '24),1.7000000000000002
Mistral Large 2 (Nov '24),5.3
Mistral Medium 3,28.000000000000004
Mistral Medium 3.1,19.7
Mistral Small 3,0
Mistral Small 3.1,19.7
Mistral Small 3.2,17.299999999999997
K2-V2 (high),33.300000000000004
K2-V2 (low),19
K2-V2 (medium),28.000000000000004
Ling-1T,34.699999999999996
Ling-flash-2.0,15
Ling-mini-2.0,6.7
Llama Nemotron Super 49B v1.5 (Non-reasoning),22
Llama Nemotron Super 49B v1.5 (Reasoning),34
Nova Lite,17.7
Nova Micro,9.700000000000001
Nova Premier,30
Nova Pro,19
Gemini 2.0 Flash (Feb '25),28.299999999999997
Llama 4 Maverick,46
Llama 4 Scout,25.8
Ministral 14B (Dec '25),22
Falcon-H1R-7B,8.7
Solar Pro 2 (Non-reasoning),0
Solar Pro 2 (Reasoning),0
Ministral 8B (Dec '25),24
Llama 3.3 Instruct 70B,15
Llama 3.3 Nemotron Super 49B v1 (Non-reasoning),11.3
Llama 3.3 Nemotron Super 49B v1 (Reasoning),17
Molmo 7B-D,0
OLMo 2 32B,0
OLMo 2 7B,0
Olmo 3 32B Think,0
Olmo 3 7B Instruct,0
Olmo 3 7B Think,0
Olmo 3.1 32B Think,0
Llama 3.1 Instruct 405B,24.3
Llama 3.1 Instruct 70B,6.3
Llama 3.1 Instruct 8B,15.7
Llama 3.1 Nemotron Instruct 70B,7.000000000000001
Llama 3.1 Nemotron Nano 4B v1.1 (Reasoning),0
Llama 3.1 Nemotron Ultra 253B v1 (Reasoning),7.3
Command A,18
Ministral 3B (Dec '25),11.700000000000001
Granite 4.0 1B,4
Granite 4.0 350M,0
Granite 4.0 H 1B,6.3
Granite 4.0 H 350M,0
Granite 4.0 H Small,9
Granite 4.0 Micro,4
Gemma 3 12B Instruct,6.7
Gemma 3 1B Instruct,0
Gemma 3 270M,0
Gemma 3 27B Instruct,5.7
Gemma 3 4B Instruct,5.7
Gemma 3n E2B Instruct,0
Gemma 3n E4B Instruct,0
Jamba 1.7 Large,17.299999999999997
Jamba 1.7 Mini,12.7
LFM2 1.2B,0
LFM2 2.6B,0
LFM2 8B A1B,0
Claude 3.5 Haiku,23.3
Qwen2.5 Instruct 72B,20.3
o3,69.3
o1,59.3
Magistral Medium 1,0
Magistral Small 1,0
Magistral Small 1.2,16.3
Hermes 4 - Llama-3.1 405B (Non-reasoning),20
Hermes 4 - Llama-3.1 405B (Reasoning),20.7
Hermes 4 - Llama-3.1 70B (Non-reasoning),2
Hermes 4 - Llama-3.1 70B (Reasoning),6.7
Phi-4,0
Phi-4 Mini Instruct,13.700000000000001
Granite 3.3 8B (Non-reasoning),4.3
GPT-4o (ChatGPT),53
GPT-4o (Nov '24),0
Ring-flash-2.0,21
Kimi Linear 48B A3B Instruct,25.7
Llama 3.2 Instruct 11B (Vision),11.700000000000001
Llama 3.2 Instruct 1B,5
Llama 3.2 Instruct 3B,2
Motif-2-12.7B-Reasoning,13
Llama 3 Instruct 70B,0
Llama 3 Instruct 8B,0
QwQ 32B,25
Grok Code Fast 1,48.3
Reka Flash 3,0
ERNIE 4.5 300B A47B,2.3
Claude 4.1 Opus (Reasoning),66.3
Pixtral Large,10.299999999999999
Phi-3 Mini Instruct 3.8B,2
Cogito v2.1 (Reasoning),21.7
Jamba Reasoning 3B,7.000000000000001
