Name,Organization,Score
Anthropicclaude-sonnet-4-20250514,Anthropic,1389
Tencenthunyuan-t1-20250711,Tencent,1384
o1-preview,OpenAI,1386
qwen3-30b-a3b-instruct-2507,Alibaba,1385
Anthropicclaude-3-7-sonnet-20250219-thinking-32k,Anthropic,1386
qwen3-coder-480b-a35b-instruct,Alibaba,1384
mistral-medium-2505,Mistral,1381
Tencenthunyuan-turbos-20250416,Tencent,1379
gpt-4.1-mini-2025-04-14,OpenAI,1379
gemini-2.5-flash-lite-preview-09-2025-no-thinking,Google,1374
gemini-2.5-flash-lite-preview-06-17-thinking,Google,1374
qwen3-235b-a22b,Alibaba,1372
qwen2.5-max,Alibaba,1372
glm-4.5-air,Z.ai,1369
Anthropicclaude-3-5-sonnet-20241022,Anthropic,1370
Anthropicclaude-3-7-sonnet-20250219,Anthropic,1370
qwen3-next-80b-a3b-thinking,Alibaba,1367
Minimaxminimax-m1,MiniMax,1368
grok-3-mini-high,xAI,1362
o3-mini-high,OpenAI,1362
gemma-3-27b-it,Google,1363
gemini-2.0-flash-001,Google,1360
grok-3-mini-beta,xAI,1356
deepseek-v3,DeepSeek,1356
glm-4.5v,Z.ai,1351
mistral-small-2506,Mistral,1353
Tencenthunyuan-turbos-20250226,Tencent,1345
Nvidiallama-3.1-nemotron-ultra-253b-v1,Nvidia,1344
gemini-2.0-flash-lite-preview-02-05,Google,1352
gemini-1.5-pro-002,Google,1351
Coherecommand-a-03-2025,Cohere,1349
gpt-oss-120b,OpenAI,1348
amazon-nova-experimental-chat-10-09,Amazon,1344
qwen3-32b,Alibaba,1344
qwen-plus-0125,Alibaba,1343
o3-mini,OpenAI,1347
Stepfunstep-3,StepFun,1344
glm-4-plus-0111,Zhipu,1343
ling-flash-2.0,Ant Group,1341
gemma-3-12b-it,Google,1340
Nvidianvidia-llama-3.3-nemotron-super-49b-v1.5,Nvidia,1339
Tencenthunyuan-turbo-0110,Tencent,1337
gpt-4o-2024-05-13,OpenAI,1344
Anthropicclaude-3-5-sonnet-20240620,Anthropic,1341
gpt-5-nano-high,OpenAI,1337
Metallama-3.1-405b-instruct-bf16,Meta,1335
Stepfunstep-2-16k-exp-202412,StepFun,1331
o1-mini,OpenAI,1334
gpt-4o-2024-08-06,OpenAI,1333
gemini-advanced-0514,Google,1332
qwq-32b,Alibaba,1332
Metallama-3.1-405b-instruct-fp8,Meta,1333
grok-2-2024-08-13,xAI,1333
Nvidiallama-3.3-nemotron-49b-super-v1,Nvidia,1324
Tencenthunyuan-large-2025-02-10,Tencent,1323
01.AIyi-lightning,01 AI,1327
Metallama-4-maverick-17b-128e-instruct,Meta,1327
qwen3-30b-a3b,Alibaba,1325
deepseek-v2.5-1210,DeepSeek,1321
gpt-4-turbo-2024-04-09,OpenAI,1323
Metallama-4-scout-17b-16e-instruct,Meta,1322
gpt-4.1-nano-2025-04-14,OpenAI,1319
Anthropicclaude-3-opus-20240229,Anthropic,1321
Anthropicclaude-3-5-haiku-20241022,Anthropic,1320
gemini-1.5-pro-001,Google,1320
Stepfunstep-1o-turbo-202506,StepFun,1319
gemma-3n-e4b-it,Google,1318
gpt-oss-20b,OpenAI,1317
ring-flash-2.0,Ant Group,1314
Metallama-3.3-70b-instruct,Meta,1319
glm-4-plus,Zhipu AI,1317
qwen-max-0919,Alibaba,1316
qwen2.5-plus-1127,Alibaba,1313
gpt-4o-mini-2024-07-18,OpenAI,1315
Tencenthunyuan-standard-2025-02-10,Tencent,1309
gpt-4-1106-preview,OpenAI,1313
gpt-4-0125-preview,OpenAI,1313
mistral-large-2407,Mistral,1312
athene-v2-chat,NexusFlow,1312
gemini-1.5-flash-002,Google,1310
gemma-3-4b-it,Google,1302
magistral-medium-2506,Mistral,1304
grok-2-mini-2024-08-13,xAI,1306
deepseek-v2.5,DeepSeek,1305
athene-70b-0725,NexusFlow,1304
mistral-large-2411,Mistral,1303
mistral-small-3.1-24b-instruct-2503,Mistral,1301
qwen2.5-72b-instruct,Alibaba,1300
Nvidiallama-3.1-nemotron-70b-instruct,Nvidia,1296
Tencenthunyuan-large-vision,Tencent,1293
Metallama-3.1-70b-instruct,Meta,1292
jamba-1.5-large,AI21 Labs,1287
reka-core-20240904,Reka AI,1286
llama-3.1-tulu-3-70b,Ai2,1285
Nvidiallama-3.1-nemotron-51b-instruct,Nvidia,1285
amazon-nova-pro-v1.0,Amazon,1287
gpt-4-0314,OpenAI,1285
gemma-2-27b-it,Google,1285
gemini-1.5-flash-001,Google,1283
Anthropicclaude-3-sonnet-20240229,Anthropic,1280
gemma-2-9b-it-simpo,Princeton,1277
Coherecommand-r-plus-08-2024,Cohere,1276
Nvidianemotron-4-340b-instruct,Nvidia,1277
glm-4-0520,Zhipu AI,1272
reka-flash-20240904,Reka AI,1272
Metallama-3-70b-instruct,Meta,1275
gpt-4-0613,OpenAI,1274
mistral-small-24b-instruct-2501,Mistral,1272
qwen2.5-coder-32b-instruct,Alibaba,1268
Coherec4ai-aya-expanse-32b,Cohere,1266
Coherecommand-r-plus,Cohere,1263
deepseek-coder-v2,DeepSeek AI,1262
gemma-2-9b-it,Google,1263
qwen2-72b-instruct,Alibaba,1261
Anthropicclaude-3-haiku-20240307,Anthropic,1260
gemini-1.5-flash-8b-001,Google,1259
amazon-nova-lite-v1.0,Amazon,1259
olmo-2-0325-32b-instruct,Allen AI,1252
Azurephi-4,Microsoft,1254
Coherecommand-r-08-2024,Cohere,1251
mistral-large-2402,Mistral,1242
amazon-nova-micro-v1.0,Amazon,1240
jamba-1.5-mini,AI21 Labs,1237
ministral-8b-2410,Mistral,1235
Tencenthunyuan-standard-256k,Tencent,1232
qwen1.5-110b-chat,Alibaba,1234
qwen1.5-72b-chat,Alibaba,1233
reka-flash-21b-20240226-online,Reka AI,1233
gemini-pro-dev-api,Google,1233
mixtral-8x22b-instruct-v0.1,Mistral,1229
Coherecommand-r,Cohere,1228
reka-flash-21b-20240226,Reka AI,1226
llama-3.1-tulu-3-8b,Ai2,1221
gemini-pro,Google,1220
mistral-medium,Mistral,1223
Coherec4ai-aya-expanse-8b,Cohere,1222
gpt-3.5-turbo-0125,OpenAI,1223
Metallama-3-8b-instruct,Meta,1222
HuggingFacezephyr-orpo-141b-A35b-v0.1,HuggingFace,1213
granite-3.1-8b-instruct,IBM,1209
01.AIyi-1.5-34b-chat,01 AI,1213
Metallama-3.1-8b-instruct,Meta,1210
qwen1.5-32b-chat,Alibaba,1205
gpt-3.5-turbo-1106,OpenAI,1200
Azurephi-3-medium-4k-instruct,Microsoft,1198
mixtral-8x7b-instruct-v0.1,Mistral,1197
gemma-2-2b-it,Google,1197
dbrx-instruct-preview,Databricks,1195
qwen1.5-14b-chat,Alibaba,1192
InternLMinternlm2_5-20b-chat,InternLM,1192
Azurewizardlm-70b,Microsoft,1185
deepseek-llm-67b-chat,DeepSeek AI,1183
01.AIyi-34b-chat,01 AI,1184
granite-3.0-8b-instruct,IBM,1182
OpenChatopenchat-3.5-0106,OpenChat,1182
OpenChatopenchat-3.5,OpenChat,1181
granite-3.1-2b-instruct,IBM,1180
Snowflakesnowflake-arctic-instruct,Snowflake,1180
tulu-2-dpo-70b,AllenAI/UW,1179
openhermes-2.5-mistral-7b,NousResearch,1175
gemma-1.1-7b-it,Google,1178
vicuna-33b,LMSYS,1173
starling-lm-7b-beta,Nexusflow,1173
Azurephi-3-small-8k-instruct,Microsoft,1172
nous-hermes-2-mixtral-8x7b-dpo,NousResearch,1166
Metallama-2-70b-chat,Meta,1171
starling-lm-7b-alpha,UC Berkeley,1168
Metallama-3.2-3b-instruct,Meta,1166
qwq-32b-preview,Alibaba,1160
Nvidiallama2-70b-steerlm-chat,Nvidia,1157
dolphin-2.2.1-mistral-7b,Cognitive Computations,1151
solar-10.7b-instruct-v1.0,Upstage AI,1154
granite-3.0-2b-instruct,IBM,1156
mpt-30b-chat,MosaicML,1150
falcon-180b-chat,TII,1146
Azurewizardlm-13b,Microsoft,1149
mistral-7b-instruct-v0.2,Mistral,1150
qwen1.5-7b-chat,Alibaba,1144
qwen-14b-chat,Alibaba,1138
Azurephi-3-mini-4k-instruct-june-2024,Microsoft,1143
Metallama-2-13b-chat,Meta,1142
vicuna-13b,LMSYS,1141
Metacodellama-34b-instruct,Meta,1136
palm-2,Google,1135
gemma-7b-it,Google,1133
HuggingFacezephyr-7b-beta,HuggingFace,1132
HuggingFacezephyr-7b-alpha,HuggingFace,1128
guanaco-33b,UW,1128
Azurephi-3-mini-128k-instruct,Microsoft,1130
Metacodellama-70b-instruct,Meta,1119
Azurephi-3-mini-4k-instruct,Microsoft,1129
stripedhyena-nous-7b,Together AI,1120
HuggingFacesmollm2-1.7b-instruct,HuggingFace,1118
vicuna-7b,LMSYS,1114
Metallama-3.2-1b-instruct,Meta,1112
gemma-1.1-2b-it,Google,1112
mistral-7b-instruct,Mistral,1110
Metallama-2-7b-chat,Meta,1108
gemma-2b-it,Google,1089
qwen1.5-4b-chat,Alibaba,1090
olmo-7b-instruct,Allen AI,1075
koala-13b,UC Berkeley,1070
gpt4all-13b-snoozy,Nomic AI,1064
alpaca-13b,Stanford,1064
mpt-7b-chat,MosaicML,1060
chatglm3-6b,Tsinghua,1056
RWKVRWKV-4-Raven-14B,RWKV,1041
chatglm2-6b,Tsinghua,1025
oasst-pythia-12b,OpenAssistant,1021
chatglm-6b,Tsinghua,995
fastchat-t5-3b,LMSYS,990
dolly-v2-12b,Databricks,977
Metallama-13b,Meta,968
Stabilitystablelm-tuned-alpha-7b,Stability AI,952
