Name,Score
Nova 2.0ProPreview (medium) reasoning,73.0
Apriel-v1.5-15B-Thinker reasoning,72.8
Falcon-H1R-7B reasoning,72.4
NVIDIANemotronNano 9B V2 reasoning,72.4
MagistralSmall 1.2 reasoning,72.3
o3-mini reasoning,71.7
Claude 4.5Sonnet reasoning,71.4
Gemini 2.5Flash(Sep) reasoning,71.3
MiniMax M180k reasoning,71.1
gpt-oss-120B(low) reasoning,70.7
Qwen3 30BA3B 2507 reasoning,70.7
GPT-5(medium) reasoning,70.3
NVIDIA NemotronNano 9B V2,70.1
Qwen3 VL30B A3B reasoning,69.7
Grok 3miniReasoning (high) reasoning,69.6
Olmo 3.132B Think reasoning,69.5
Gemini 2.5Flash reasoning,69.5
GLM-4.6 reasoning,69.5
NVIDIANemotronNano 12B v2 VL reasoning,69.4
K2-V2(high) reasoning,69.4
GPT-5 mini(medium) reasoning,69.2
Gemini 2.5Flash-Lite(Sep) reasoning,68.8
Cogitov2.1 reasoning,68.8
Hermes 4405B reasoning,68.6
GLM-4.5-Air reasoning,68.4
Qwen3 Next 80BA3B,68.4
Qwen3 Omni30B A3B reasoning,67.9
o1 reasoning,67.9
Ling-1T,67.7
Olmo 3 32BThink reasoning,67.2
GPT-5.2,66.9
Nova 2.0Lite(medium) reasoning,66.3
Nova 2.0Omni(medium) reasoning,66.0
Grok CodeFast 1 reasoning,65.7
MiniMax M140k reasoning,65.7
Mi:dm K2.5 Pro reasoning,65.6
Claude 4Sonnet reasoning,65.5
Claude 4.1Opus reasoning,65.4
Hermes 470B reasoning,65.3
gpt-oss-20B(low) reasoning,65.2
Motif-2-12.7B reasoning,65.1
Qwen3 Max(Preview),65.1
Qwen3 VL235B A22B reasoning,64.6
Ring-1T reasoning,64.3
Gemini 2.5Flash-Lite(Sep),64.1
LlamaNemotronUltra reasoning,64.1
Qwen3 4B2507 reasoning,64.1
Nova 2.0ProPreview (low) reasoning,63.8
Claude 4Opus reasoning,63.6
QwQ-32B reasoning,63.1
HyperCLOVAX SEEDThink (32B) reasoning,62.9
Ring-flash-2.0 reasoning,62.8
Gemini 2.5Flash (Sep),62.5
Qwen3 235B reasoning,62.2
Olmo 3 7BThink reasoning,61.7
DeepSeekR1 (Jan) reasoning,61.7
Solar Pro2 reasoning,61.6
Claude 4.5Haiku reasoning,61.5
Kimi K2 0905,61.0
GLM-4.5V reasoning,60.4
Qwen3 VL 235BA22B,59.4
DeepSeek V3.2,59.3
Gemini 2.5Flash-Lite reasoning,59.3
Nova 2.0Omni (low) reasoning,59.2
Claude 4.5Sonnet,59.0
Ling-flash-2.0,58.9
Qwen3 Coder480B,58.5
DeepSeek V3.1,57.7
Mi:dm K2.5 ProPreview reasoning,57.6
o1-mini reasoning,57.6
GLM-4.7,56.2
GLM-4.6,56.1
GPT-5 (minimal),55.8
Kimi K2,55.6
DeepSeek V3.2Exp,55.4
Hermes 4 405B,54.6
Qwen3 32B reasoning,54.6
GPT-5 mini(minimal),54.5
GPT-5 (ChatGPT),54.3
Claude 4 Opus,54.2
K2-V2(medium) reasoning,54.1
Qwen3 MaxThinking reasoning,53.5
DeepSeek V3.1Terminus,52.9
MagistralMedium 1 reasoning,52.7
Qwen3 235B 2507,52.4
Qwen3 14B reasoning,52.3
Exaone 4.01.2B reasoning,51.6
Qwen3 30B A3B2507,51.5
Qwen3 VL 32B,51.4
MagistralSmall 1 reasoning,51.4
DeepSeekR1 0528Qwen3 8B reasoning,51.3
Claude 4.5Haiku,51.1
Qwen3 30B reasoning,50.6
Gemini 2.5Flash reasoning,50.5
Gemini 2.5Flash,49.5
GPT-5.1,49.4
Llama 3.1NemotronNano 4B v1.1 reasoning,49.3
GPT-4.1 mini,48.3
Qwen3 VL 30BA3B,47.6
Nova 2.0 ProPreview,47.3
Claude 3.7Sonnet reasoning,47.3
EXAONE 4.0 32B,47.2
GPT-5 nano(minimal),47.0
Nova 2.0Lite (low) reasoning,46.9
ERNIE 4.5 300BA47B,46.7
Mistral Large 3,46.5
Qwen3 4B reasoning,46.5
Solar Pro2 reasoning,46.2
GPT-4.1,45.7
Claude 4 Sonnet,44.9
Devstral 2,44.8
Reka Flash3 reasoning,43.5
Ling-mini-2.0,42.9
GPT-4o (Mar),42.5
Grok 3,42.5
Solar Pro 2,42.4
Qwen3 Omni 30BA3B,42.2
GLM-4.6V,41.1
Mistral Medium3.1,40.6
Gemini 2.5Flash,40.6
Qwen3 8B reasoning,40.6
DeepSeek V30324,40.5
Qwen3 Coder 30BA3B,40.3
MiMo-V2-Flash,40.2
Grok 4 Fast,40.1
Gemini 2.5Flash-Lite,40.0
Mistral Medium3,40.0
Grok 4.1 Fast,39.9
Llama 4Maverick,39.7
Claude 3.7Sonnet,39.4
K2-V2(low) reasoning,39.3
Solar Pro 2,38.5
Claude 3.5Sonnet (Oct),38.1
Kimi Linear 48BA3B Instruct,37.8
Qwen3 4B 2507,37.7
DeepSeekR1 DistillQwen 14B reasoning,37.6
NVIDIA Nemotron3 Nano,36.0
DeepSeek V3(Dec),35.9
Qwen2.5 Max,35.9
Qwen3 VL8B reasoning,35.3
GLM-4.5V,35.2
Ministral 3 14B,35.1
Devstral Small2,34.8
Gemini 2.0 ProExperimental,34.7
Nova 2.0 Lite,34.6
NVIDIA NemotronNano 12B v2 VL,34.5
Qwen3 235B,34.3
Devstral Medium,33.7
QwQ32B-Preview reasoning,33.7
GPT-4o (May),33.4
Gemini 2.0Flash,33.4
Qwen3 VL 8B,33.2
GPT-4.1 nano,32.6
Qwen3 30B,32.2
Gemini 2.0FlashThinking exp. (Jan) reasoning,32.1
Qwen3 VL4B reasoning,32.0
Nova Premier,31.7
GPT-4o (Aug),31.7
Gemini 1.5 Pro(Sep),31.6
Claude 3.5Haiku,31.4
GPT-4o (Nov),30.9
Qwen3 1.7B reasoning,30.8
Llama 3.1 405B,30.5
Nova 2.0 Omni,30.5
Ministral 3 8B,30.3
Llama 4 Scout,29.9
Sonar,29.5
Qwen2.5 Coder32B,29.5
Exaone 4.0 1.2B,29.3
Mistral Large 2(Nov),29.3
Tulu3 405B,29.1
Llama NemotronSuper 49B v1.5,29.0
Qwen3 VL 4B,29.0
Llama 3.3 70B,28.8
Qwen3 32B,28.8
Command A,28.7
Llama 3.3Nemotron Super49B,28.0
Qwen3 14B,28.0
Claude 3 Opus,27.9
Llama 3.3NemotronSuper 49B reasoning,27.7
Qwen2.5 72B,27.6
Mistral Small3.2,27.5
Sonar Pro,27.5
Gemini 1.5Flash (Sep),27.3
DeepSeekR1 DistillQwen 32B reasoning,27.0
Hermes 4 70B,26.9
Mistral Large 2(Jul),26.7
Grok 2,26.7
DeepSeekR1 DistillLlama 70B reasoning,26.6
Olmo 3 7B,26.6
Pixtral Large,26.1
Devstral Small(May),25.8
Devstral Small,25.4
Mistral Small 3,25.2
Granite 4.0 HSmall,25.1
Qwen2.5Instruct 32B,24.8
Ministral 3 3B,24.7
Gemini 1.5 Pro(May),24.4
Grok Beta,24.1
GPT-4o mini,23.4
DeepSeekR1 DistillLlama 8B reasoning,23.3
Nova Pro,23.3
Qwen3 4B,23.3
Llama 3.1 70B,23.2
Phi-4,23.1
Gemini 1.5Flash-8B,21.7
Llama 3.2 90B(Vision),21.4
Mistral Small3.1,21.2
JambaReasoning3B reasoning,21.0
Gemini 2.0Flash (exp),21.0
Qwen3 8B,20.2
Llama 3 70B,19.8
Gemini 1.5Flash (May),19.6
DeepHermes 3 -Mistral 24B,19.5
Claude 2.1,19.5
Hermes 3 -Llama-3.1 70B,18.8
Gemini 2.0Flash-Lite(Feb),18.5
Jamba 1.7 Large,18.1
Granite 4.0Micro,18.0
Gemini 2.0Flash-Lite(Preview),17.9
Mistral Large(Feb),17.8
Claude 3 Sonnet,17.5
Jamba 1.6 Large,17.2
Claude 2.0,17.1
Llama 3.1Nemotron 70B,16.9
Nova Lite,16.7
Qwen2.5 Turbo,16.3
GLM-4.6V reasoning,16.0
Qwen2 72B,15.9
DeepSeek CoderV2 Lite,15.8
LFM2 8B A1B,15.1
Mixtral 8x22B,14.8
Gemma 3n E4B,14.6
Jamba 1.5 Large,14.3
Mistral Small(Sep),14.1
Nova Micro,14.0
Gemma 3n E4B(May),13.8
Gemma 3 27B,13.7
Gemma 3 12B,13.7
Phi-4Multimodal,13.1
Granite 3.3 8B,12.7
Phi-4 Mini,12.6
Qwen3 1.7B,12.6
Qwen2.5 Coder7B,12.6
Command-R+(Apr),12.2
Qwen3 0.6B reasoning,12.1
Llama 3.1 8B,11.6
Gemini 1.0 Pro,11.6
Phi-3 Mini,11.6
Granite 4.0 H1B,11.5
OpenChat 3.5,11.5
Gemma 3 4B,11.2
Mistral Small(Feb),11.1
Llama 3.2 11B(Vision),11.0
Claude Instant,10.9
Mistral Medium,9.9
Llama 2 Chat70B,9.8
Llama 2 Chat13B,9.8
Llama 3 8B,9.6
LFM 40B,9.6
Gemma 3n E2B,9.5
DBRX,9.3
DeepHermes 3 -Llama-3.1 8B,8.5
Llama 3.2 3B,8.3
LFM2 2.6B,8.1
Qwen3 0.6B,7.3
Jamba 1.6 Mini,7.1
DeepSeekR1 DistillQwen 1.5B reasoning,7.0
OLMo 2 32B,6.8
Mixtral 8x7B,6.6
Jamba 1.5 Mini,6.2
Jamba 1.7 Mini,6.1
Command-R (Mar),4.8
Granite 4.0 1B,4.7
Mistral 7B,4.6
OLMo 2 7B,4.1
Molmo 7B-D,3.9
Granite 4.0350M,2.4
LFM2 1.2B,2.0
Granite 4.0 H350M,1.9
Llama 3.2 1B,1.9
Gemma 3 1B,1.7
Gemma 3 270M,0.3
Llama 2 Chat 7B,0.2
