Name,Organization,Score
o3-mini,OpenAI,1347
Tencenthunyuan-turbos-20250226,Tencent,1345
ling-flash-2.0,Ant Group,1345
Nvidiallama-3.1-nemotron-ultra-253b-v1,Nvidia,1345
amazon-nova-experimental-chat-10-09,Amazon,1344
Stepfunstep-3,StepFun,1344
qwen3-32b,Alibaba,1344
gpt-4o-2024-05-13,OpenAI,1344
qwen-plus-0125,Alibaba,1344
glm-4-plus-0111,Zhipu,1343
AnthropicClaude 3.5 Sonnet (06/20),Anthropic,1341
gemma-3-12b-it,Google,1340
Nvidianvidia-llama-3.3-nemotron-super-49b-v1.5,Nvidia,1339
gpt-5-nano-high,OpenAI,1338
Tencenthunyuan-turbo-0110,Tencent,1338
Metallama-3.1-405b-instruct-bf16,Meta,1335
o1-mini,OpenAI,1334
GPT-4o (08/06),OpenAI,1333
qwq-32b,Alibaba,1333
grok-2-2024-08-13,xAI,1333
Metallama-3.1-405b-instruct-fp8,Meta,1333
gemini-advanced-0514,Google,1333
Stepfunstep-2-16k-exp-202412,StepFun,1332
Metallama-4-maverick-17b-128e-instruct,Meta,1327
01.AIyi-lightning,01 AI,1327
qwen3-30b-a3b,Alibaba,1326
Nvidiallama-3.3-nemotron-49b-super-v1,Nvidia,1325
Tencenthunyuan-large-2025-02-10,Tencent,1324
gpt-4-turbo-2024-04-09,OpenAI,1323
Metallama-4-scout-17b-16e-instruct,Meta,1322
Anthropicclaude-3-5-haiku-20241022,Anthropic,1322
deepseek-v2.5-1210,DeepSeek,1321
Anthropicclaude-3-opus-20240229,Anthropic,1321
gemini-1.5-pro-001,Google,1321
gpt-4.1-nano-2025-04-14,OpenAI,1320
Stepfunstep-1o-turbo-202506,StepFun,1319
ring-flash-2.0,Ant Group,1319
Metallama-3.3-70b-instruct,Meta,1319
gemma-3n-e4b-it,Google,1318
gpt-oss-20b,OpenAI,1318
glm-4-plus,Zhipu AI,1317
qwen-max-0919,Alibaba,1316
GPT-4o-mini (07/18),OpenAI,1315
qwen2.5-plus-1127,Alibaba,1313
gpt-4-1106-preview,OpenAI,1313
mistral-large-2407,Mistral,1312
gpt-4-0125-preview,OpenAI,1312
athene-v2-chat,NexusFlow,1312
Gemini-1.5-Flash-002,Google,1310
Tencenthunyuan-standard-2025-02-10,Tencent,1309
grok-2-mini-2024-08-13,xAI,1306
deepseek-v2.5,DeepSeek,1305
magistral-medium-2506,Mistral,1305
mistral-large-2411,Mistral,1304
athene-70b-0725,NexusFlow,1304
mistral-small-3.1-24b-instruct-2503,Mistral,1303
gemma-3-4b-it,Google,1302
qwen2.5-72b-instruct,Alibaba,1301
Nvidiallama-3.1-nemotron-70b-instruct,Nvidia,1296
Tencenthunyuan-large-vision,Tencent,1294
MetaMeta-Llama-3.1-70B-Instruct,Meta,1292
amazon-nova-pro-v1.0,Amazon,1288
jamba-1.5-large,AI21 Labs,1287
reka-core-20240904,Reka AI,1286
gemma-2-27b-it,Google,1286
llama-3.1-tulu-3-70b,Ai2,1285
Nvidiallama-3.1-nemotron-51b-instruct,Nvidia,1285
gpt-4-0314,OpenAI,1285
gemini-1.5-flash-001,Google,1283
Anthropicclaude-3-sonnet-20240229,Anthropic,1280
gemma-2-9b-it-simpo,Princeton,1277
Nvidianemotron-4-340b-instruct,Nvidia,1277
Coherecommand-r-plus-08-2024,Cohere,1276
Metallama-3-70b-instruct,Meta,1275
gpt-4-0613,OpenAI,1274
mistral-small-24b-instruct-2501,Mistral,1273
glm-4-0520,Zhipu AI,1272
reka-flash-20240904,Reka AI,1272
qwen2.5-coder-32b-instruct,Alibaba,1268
Coherec4ai-aya-expanse-32b,Cohere,1266
gemma-2-9b-it,Google,1263
deepseek-coder-v2,DeepSeek AI,1262
Coherecommand-r-plus,Cohere,1262
qwen2-72b-instruct,Alibaba,1261
Anthropicclaude-3-haiku-20240307,Anthropic,1260
amazon-nova-lite-v1.0,Amazon,1259
gemini-1.5-flash-8b-001,Google,1259
Azurephi-4,Microsoft,1255
olmo-2-0325-32b-instruct,Allen AI,1252
Coherecommand-r-08-2024,Cohere,1251
mistral-large-2402,Mistral,1241
amazon-nova-micro-v1.0,Amazon,1241
jamba-1.5-mini,AI21 Labs,1238
ministral-8b-2410,Mistral,1236
qwen1.5-110b-chat,Alibaba,1233
gemini-pro-dev-api,Google,1233
qwen1.5-72b-chat,Alibaba,1233
reka-flash-21b-20240226-online,Reka AI,1232
Tencenthunyuan-standard-256k,Tencent,1232
mixtral-8x22b-instruct-v0.1,Mistral,1229
Coherecommand-r,Cohere,1227
reka-flash-21b-20240226,Reka AI,1226
Coherec4ai-aya-expanse-8b,Cohere,1223
gpt-3.5-turbo-0125,OpenAI,1223
mistral-medium,Mistral,1223
Metallama-3-8b-instruct,Meta,1222
llama-3.1-tulu-3-8b,Ai2,1221
gemini-pro,Google,1220
01.AIyi-1.5-34b-chat,01 AI,1213
HuggingFacezephyr-orpo-141b-A35b-v0.1,HuggingFace,1213
Metallama-3.1-8b-instruct,Meta,1211
granite-3.1-8b-instruct,IBM,1210
qwen1.5-32b-chat,Alibaba,1205
gpt-3.5-turbo-1106,OpenAI,1200
Azurephi-3-medium-4k-instruct,Microsoft,1198
gemma-2-2b-it,Google,1197
mixtral-8x7b-instruct-v0.1,Mistral,1197
dbrx-instruct-preview,Databricks,1195
InternLMinternlm2_5-20b-chat,InternLM,1192
qwen1.5-14b-chat,Alibaba,1192
Azurewizardlm-70b,Microsoft,1184
01.AIyi-34b-chat,01 AI,1183
deepseek-llm-67b-chat,DeepSeek AI,1183
granite-3.0-8b-instruct,IBM,1183
OpenChatopenchat-3.5-0106,OpenChat,1182
OpenChatopenchat-3.5,OpenChat,1181
granite-3.1-2b-instruct,IBM,1180
Snowflakesnowflake-arctic-instruct,Snowflake,1179
gemma-1.1-7b-it,Google,1178
tulu-2-dpo-70b,AllenAI/UW,1178
openhermes-2.5-mistral-7b,NousResearch,1175
vicuna-33b,LMSYS,1173
starling-lm-7b-beta,Nexusflow,1172
Azurephi-3-small-8k-instruct,Microsoft,1171
Metallama-2-70b-chat,Meta,1171
starling-lm-7b-alpha,UC Berkeley,1167
Metallama-3.2-3b-instruct,Meta,1166
nous-hermes-2-mixtral-8x7b-dpo,NousResearch,1165
qwq-32b-preview,Alibaba,1160
Nvidiallama2-70b-steerlm-chat,Nvidia,1156
granite-3.0-2b-instruct,IBM,1156
solar-10.7b-instruct-v1.0,Upstage AI,1153
dolphin-2.2.1-mistral-7b,Cognitive Computations,1151
mpt-30b-chat,MosaicML,1150
mistral-7b-instruct-v0.2,Mistral,1150
Azurewizardlm-13b,Microsoft,1149
falcon-180b-chat,TII,1146
qwen1.5-7b-chat,Alibaba,1143
Azurephi-3-mini-4k-instruct-june-2024,Microsoft,1142
Metallama-2-13b-chat,Meta,1142
vicuna-13b,LMSYS,1141
qwen-14b-chat,Alibaba,1138
Metacodellama-34b-instruct,Meta,1136
palm-2,Google,1136
gemma-7b-it,Google,1133
HuggingFacezephyr-7b-beta,HuggingFace,1131
Azurephi-3-mini-128k-instruct,Microsoft,1130
Azurephi-3-mini-4k-instruct,Microsoft,1128
guanaco-33b,UW,1127
HuggingFacezephyr-7b-alpha,HuggingFace,1127
stripedhyena-nous-7b,Together AI,1120
HuggingFacesmollm2-1.7b-instruct,HuggingFace,1119
Metacodellama-70b-instruct,Meta,1118
vicuna-7b,LMSYS,1114
Metallama-3.2-1b-instruct,Meta,1112
gemma-1.1-2b-it,Google,1112
mistral-7b-instruct,Mistral,1109
Metallama-2-7b-chat,Meta,1108
qwen1.5-4b-chat,Alibaba,1090
gemma-2b-it,Google,1089
olmo-7b-instruct,Allen AI,1074
koala-13b,UC Berkeley,1070
alpaca-13b,Stanford,1065
gpt4all-13b-snoozy,Nomic AI,1064
mpt-7b-chat,MosaicML,1061
chatglm3-6b,Tsinghua,1056
RWKVRWKV-4-Raven-14B,RWKV,1041
chatglm2-6b,Tsinghua,1024
oasst-pythia-12b,OpenAssistant,1021
chatglm-6b,Tsinghua,995
fastchat-t5-3b,LMSYS,991
dolly-v2-12b,Databricks,978
Metallama-13b,Meta,969
Stabilitystablelm-tuned-alpha-7b,Stability AI,952
